Creative_Type	Director	Distributor	IMDB_Rating	IMDB_Votes	MPAA_Rating	Major_Genre	Production_Budget	Release_Date	Rotten_Tomatoes_Rating	Running_Time_min	Source	Title	US_DVD_Sales	US_Gross	Worldwide_Gross
Fantasy	""	MGM	5.9	45773	""	Adventure	15000000	12-Jun-81	65	108	Traditional/Legend/Fairytale	Clash of the Titans	""	30000000	30000000
""	""	Artistic License	5.9	3171	PG-13	""	2000000	15-May-98	""	""	""	Clockwatchers	""	444354	444354
Contemporary Fiction	""	20th Century Fox	4.5	49	""	Action	10000000	4-Oct-85	71	""	Original Screenplay	Commando	""	35073978	35073978
Contemporary Fiction	Martin Scorsese	Walt Disney Pictures	6.9	25824	""	Drama	10000000	17-Oct-86	91	""	""	The Color of Money	""	52293000	52293000
Fantasy	""	Walt Disney Pictures	5.1	373	""	Drama	2900000	15-Feb-50	92	""	Traditional/Legend/Fairytale	Cinderella	""	85000000	85000000
Contemporary Fiction	Frank Marshall	Paramount Pictures	4.6	17954	PG-13	Adventure	50000000	9-Jun-95	21	""	Based on Book/Short Story	Congo	""	81022333	152022333
Fantasy	John Milius	Universal	6.8	38886	""	Action	20000000	14-May-82	76	""	Based on Book/Short Story	Conan the Barbarian	""	38264085	38264085
Fantasy	Richard Fleischer	Universal	5.4	20368	""	Action	18000000	29-Jun-84	29	""	Based on Book/Short Story	Conan the Destroyer	""	26400000	26400000
Contemporary Fiction	""	United Film Distribution Co.	6.3	2945	""	Drama	3250000	20-Aug-82	""	""	Original Screenplay	Class of 1984	""	6965361	6965361
Historical Fiction	""	Warner Bros.	4.9	2763	""	Adventure	15000000	17-Jan-86	13	""	Based on Book/Short Story	The Clan of the Cave Bear	""	1953732	1953732
Factual	""	First Run/Icarus	""	""	Not Rated	Documentary	200000	21-Jul-06	""	""	Based on Real Life Events	The Case of the Grinning Cat	""	7033	7033
Contemporary Fiction	""	Miramax	8.0	6657	PG	Comedy	180000	22-Jan-99	""	""	Original Screenplay	Bacheha-Ye aseman	""	925402	925402
""	Hal Ashby	""	7.3	4410	""	""	3000000	1978-01-01	81	""	""	Coming Home	""	32653000	32653000
""	""	National Geographic Entertainment	7.6	1725	R	""	12000000	17-Nov-09	""	""	""	Nanjing! Nanjing!	""	0	20000000
Contemporary Fiction	Jon Turteltaub	Walt Disney Pictures	6.5	24533	""	Comedy	14000000	1-Oct-93	73	""	Based on Real Life Events	Cool Runnings	""	68856263	155056263
""	Jack Lee Thompson	""	5.8	6188	""	""	1700000	1972-01-01	44	""	""	Conquest of the Planet of the Apes	""	9700000	9700000
""	""	""	7.4	2724	Not Rated	""	10000	6-Jul-01	""	""	""	Cure	""	94596	94596
Contemporary Fiction	""	Paramount Pictures	6.5	27277	""	Comedy	5000000	26-Sep-86	88	""	Original Screenplay	Crocodile Dundee	""	174803506	328000000
Contemporary Fiction	""	WinStar Cinema	7.3	1851	Not Rated	Drama	10000	9-Mar-01	""	""	Original Screenplay	Dayereh	""	673780	673780
Historical Fiction	""	Sony Pictures Classics	7.8	5531	R	Drama	4500000	27-Mar-98	""	""	Based on Book/Short Story	Karakter	""	713413	713413
Fantasy	George A. Romero	Warner Bros.	6.5	12530	""	Horror	8000000	10-Nov-82	67	""	Based on Book/Short Story	Creepshow	""	20036244	20036244
Fantasy	""	New World	5.4	5910	""	Horror	3500000	1-May-87	26	""	Based on Book/Short Story	Creepshow 2	""	14000000	14000000
Contemporary Fiction	Neil Jordan	Miramax	7.3	21195	R	Drama	4000000	25-Nov-92	100	""	Original Screenplay	The Crying Game	""	62546695	62546695
Contemporary Fiction	Tony Scott	Walt Disney Pictures	7.2	33354	R	Action	55000000	12-May-95	86	""	Original Screenplay	Crimson Tide	""	91387195	159387195
Historical Fiction	""	Universal	5.8	173	""	Adventure	14000000	1978-01-01	""	""	Based on Book/Short Story	Caravans	""	1000000	1000000
""	""	""	""	""	""	""	820000	31-Dec-09	""	""	""	Crying With Laughter	""	0	0
Contemporary Fiction	""	""	7.6	1209	""	Black Comedy	500000	30-Jun-06	""	""	Original Screenplay	Fengkuang de Shitou	""	0	3000000
Historical Fiction	Michael Curtiz	Warner Bros.	8.8	167939	""	Drama	950000	1942-01-01	97	""	Based on Play	Casablanca	""	10462500	10462500
Historical Fiction	Martin Scorsese	Universal	8.1	108634	R	Drama	52000000	22-Nov-95	81	""	Based on Book/Short Story	Casino	""	42438300	110400000
Fantasy	Brad Silberling	Universal	5.7	26121	PG	Comedy	55000000	26-May-95	41	""	Based on TV	Casper	""	100328194	282300000
Contemporary Fiction	""	""	3.5	2146	""	Musical	20000000	1980-01-01	""	""	Original Screenplay	Can't Stop the Music	""	2000000	2000000
Historical Fiction	Mike Nichols	Paramount Pictures	7.1	9671	""	Comedy	18000000	24-Jun-70	87	""	Based on Book/Short Story	Catch-22	""	24911670	24911670
Contemporary Fiction	Harold Becker	Sony Pictures	6.1	9908	R	Drama	40000000	16-Feb-96	55	111	Original Screenplay	City Hall	""	20278055	20278055
Historical Fiction	Renny Harlin	MGM	5.3	10346	PG-13	Adventure	92000000	22-Dec-95	45	""	Original Screenplay	Cutthroat Island	""	10017322	10017322
Historical Fiction	""	MGM	6.8	822	""	Drama	10000000	14-Aug-98	""	""	Based on Book/Short Story	La femme de chambre du Titanic	""	244465	244465
Fantasy	""	RKO Radio Pictures	5.9	6791	""	Drama	134000	16-Nov-42	91	""	Original Screenplay	Cat People	""	4000000	8000000
Historical Fiction	Edward Zwick	20th Century Fox	6.6	19682	R	Drama	46000000	12-Jul-96	85	115	Original Screenplay	Courage Under Fire	""	59003384	100833145
Historical Fiction	Sergio Leone	Paramount Pictures	8.8	74184	PG-13	Western	5000000	28-May-69	""	""	Original Screenplay	C'era una volta il West	""	5321508	5321508
Contemporary Fiction	Francis Ford Coppola	Paramount Pictures	8.1	33005	""	Thriller/Suspense	1600000	7-Apr-74	98	""	Original Screenplay	The Conversation	""	4420000	4420000
Contemporary Fiction	""	Truly Indie	6.0	487	Not Rated	Thriller/Suspense	7000	26-May-06	""	""	Original Screenplay	Cavite	""	70071	71644
Contemporary Fiction	Jon Amiel	Warner Bros.	6.5	17182	R	Thriller/Suspense	20000000	27-Oct-95	75	""	Original Screenplay	Copycat	""	32051917	32051917
Science Fiction	""	Triumph Releasing	5.3	3396	""	Action	7000000	28-Sep-90	""	""	Original Screenplay	Dark Angel	""	4372561	4372561
Historical Fiction	Wolfgang Petersen	Sony/Columbia	4.3	2184	R	Drama	12000000	10-Feb-82	""	""	Based on Book/Short Story	Boot, Das	""	11487676	84970337
Contemporary Fiction	Robert Rodriguez	Sony Pictures	7.0	51515	R	Action	7000000	25-Aug-95	61	""	Original Screenplay	Desperado	""	25532388	25532388
Contemporary Fiction	Bobby Farrelly	New Line	7.2	88093	PG-13	Comedy	16000000	16-Dec-94	""	""	Original Screenplay	Dumb & Dumber	""	127175374	246400000
""	Guy Hamilton	MGM	6.7	25354	""	Action	7200000	17-Dec-71	67	""	Based on Book/Short Story	Diamonds Are Forever	""	43800000	116000000
Fantasy	George A. Romero	Orion Pictures	5.7	5488	""	Horror	15000000	23-Apr-93	""	""	Based on Book/Short Story	The Dark Half	""	9579068	9579068
""	""	Freestyle Releasing	6.3	2804	R	Horror	400000	13-Oct-05	""	""	""	The Dark Hours	""	423	423
Contemporary Fiction	Roger Donaldson	Universal	5.6	23472	PG-13	Drama	115000000	7-Feb-97	28	108	Original Screenplay	Dante's Peak	""	67163857	178200000
Contemporary Fiction	Rob Cohen	Universal	5.4	20052	PG-13	Action	80000000	6-Dec-96	22	115	Original Screenplay	Daylight	""	32908290	158908290
Super Hero	Warren Beatty	Walt Disney Pictures	5.9	25364	""	Action	47000000	15-Jun-90	65	""	Based on Comic/Graphic Novel	Dick Tracy	""	103738726	162738726
""	""	""	4.4	2486	R	""	5000000	27-Feb-04	""	""	""	Decoys	""	84733	84733
""	""	United Film Distribution Co.	7.4	73875	""	Horror	1500000	20-Apr-79	""	""	""	Dawn of the Dead	""	5100000	55000000
Fantasy	Barry Sonnenfeld	Paramount Pictures	6.6	28907	""	Comedy	30000000	22-Nov-91	59	""	Based on TV	The Addams Family	""	113502246	191502246
Fantasy	Robert Zemeckis	Universal	6.0	27681	""	Comedy	55000000	31-Jul-92	53	""	Original Screenplay	Death Becomes Her	""	58422650	149022650
Science Fiction	""	New World	3.8	639	""	Action	1300000	15-Mar-85	""	""	Original Screenplay	Def-Con 4	""	210904	210904
Contemporary Fiction	Peter Weir	Walt Disney Pictures	7.8	89662	""	Drama	16400000	2-Jun-89	86	""	Original Screenplay	Dead Poets' Society	""	95860116	239500000
""	""	""	5.5	51517	""	""	1200000	4-Mar-03	94	""	""	The Day the Earth Stood Still	""	3700000	3700000
""	""	""	5.2	3075	""	""	25000	30-Jun-72	""	""	""	Deep Throat	""	45000000	45000000
Fantasy	David Cronenberg	Paramount Pictures	7.3	19485	""	Horror	10000000	21-Oct-83	""	""	Based on Book/Short Story	The Dead Zone	""	20766000	20766000
Contemporary Fiction	Renny Harlin	20th Century Fox	7.0	79636	""	Action	70000000	3-Jul-90	""	""	Based on Book/Short Story	Die Hard 2	""	117323878	239814025
Contemporary Fiction	John McTiernan	20th Century Fox	7.4	87437	R	Action	90000000	19-May-95	""	""	Based on Book/Short Story	Die Hard: With a Vengeance	""	100012499	364480746
Fantasy	Rob Cohen	Universal	6.2	26309	PG-13	Adventure	57000000	31-May-96	50	108	Original Screenplay	Dragonheart	""	51364680	104364680
Contemporary Fiction	John McTiernan	20th Century Fox	7.3	237	""	Action	28000000	15-Jul-88	94	""	Based on Book/Short Story	Die Hard	""	81350242	139109346
Historical Fiction	Barry Levinson	MGM	7.1	7803	""	Comedy	5000000	2-Apr-82	96	""	Original Screenplay	Diner	""	12592907	12592907
""	""	Eros Entertainment	5.0	159	Not Rated	Drama	1600000	23-Sep-05	""	""	Original Screenplay	Dil Jo Bhi Kahey...	""	129319	129319
Contemporary Fiction	""	New Line	6.6	20386	PG-13	Drama	25000000	7-Apr-95	73	""	Original Screenplay	Don Juan DeMarco	""	22032635	22032635
Fantasy	""	Universal	6.4	6430	R	Horror	12000000	13-Jan-95	""	""	Original Screenplay	Tales from the Crypt: Demon Knight	""	21089146	21089146
""	""	""	4.7	1655	""	""	17000000	21-Oct-77	""	""	""	Damnation Alley	""	""	""
Dramatization	Tim Robbins	Gramercy	7.6	32159	R	Drama	11000000	29-Dec-95	94	""	Based on Real Life Events	Dead Man Walking	""	39387284	83088295
Historical Fiction	Kevin Costner	Orion Pictures	8.0	71399	""	Western	19000000	9-Nov-90	76	""	Based on Book/Short Story	Dances with Wolves	""	184208842	424200000
Historical Fiction	Stephen Frears	Warner Bros.	7.7	25761	""	Drama	14000000	21-Dec-88	93	""	Based on Book/Short Story	Dangerous Liaisons	""	34700000	34700000
""	John Ford	""	6.6	2907	""	""	2686000	1963-01-01	60	""	""	Donovan's Reef	""	6600000	6600000
""	""	""	5.9	2059	""	""	9000000	25-Oct-91	""	""	""	Due occhi diabolici	""	349618	349618
Contemporary Fiction	Sheldon Lettich	Sony Pictures	4.7	10426	""	Action	16000000	9-Aug-91	8	""	Original Screenplay	Double Impact	""	29090445	29090445
Dramatization	Oliver Stone	Sony Pictures	7.0	29750	""	Drama	40000000	1-Mar-91	57	""	Based on Real Life Events	The Doors	""	34167219	34167219
""	George A. Romero	United Film Distribution Co.	4.5	8395	""	Horror	3500000	3-Jul-85	78	""	""	Day of the Dead	""	5804262	34004262
Contemporary Fiction	Tony Scott	Paramount Pictures	5.4	25395	""	Action	60000000	27-Jun-90	40	""	Original Screenplay	Days of Thunder	""	82670733	157670733
""	""	""	7.0	1013	Not Rated	""	1100000	14-May-03	""	""	""	Dracula: Pages from a Virgin's Diary	""	39659	84788
Factual	""	""	5.8	134	""	Documentary	170000	June, 1979	""	""	Based on Real Life Events	Dolphin	""	14000	14000
Science Fiction	""	""	6.1	10015	R	""	300000	1-Apr-75	84	""	Based on Book/Short Story	Death Race 2000	""	""	""
""	Tom Tykwer	""	""	""	""	""	7200000	""	""	""	""	Drei	""	0	0
""	""	Attitude Films	7.6	1844	Not Rated	Drama	2650000	16-Jan-98	""	""	Original Screenplay	The Dress	""	16556	16556
""	Michael Cimino	Universal	8.2	88095	""	Drama	15000000	1979-01-01	""	""	Original Screenplay	The Deer Hunter	""	50000000	50000000
Fantasy	""	Paramount Pictures	6.8	4945	""	Action	18000000	26-Jun-81	82	""	Original Screenplay	Dragonslayer	""	6000000	6000000
Historical Fiction	Bruce Beresford	Warner Bros.	7.5	22566	""	Drama	7500000	13-Dec-89	78	""	Based on Play	Driving Miss Daisy	""	106593296	106593296
""	Brian De Palma	""	7.1	9556	""	""	6500000	1-Jan-80	84	""	""	Dressed to Kill	""	31899000	31899000
Contemporary Fiction	Spike Lee	Universal	7.9	26877	""	Comedy	6000000	30-Jun-89	98	""	Original Screenplay	Do the Right Thing	""	26004026	26004026
Science Fiction	David Lynch	Universal	6.5	38489	""	Action	45000000	14-Dec-84	62	""	Based on Book/Short Story	Dune	""	27447471	27447471
Factual	""	3D Entertainment	""	""	Not Rated	Documentary	6000000	15-Feb-08	""	""	Based on Real Life Events	Dolphins and Whales Tribes of the Ocean 3D	""	7714996	17252287
""	""	Indican Pictures	5.8	75	R	""	1200000	21-Mar-03	""	""	""	Down & Out with the Dolls	""	58936	58936
Contemporary Fiction	""	Sony Pictures Classics	6.6	1188	R	Drama	1000000	20-Jun-97	58	""	Original Screenplay	Dream With The Fishes	""	542909	542909
Historical Fiction	David Lean	MGM	8.0	27671	PG-13	Drama	11000000	22-Dec-65	84	""	Based on Book/Short Story	Doctor Zhivago	""	111721000	111721000
""	Sam Raimi	New Line	7.6	45030	NC-17	Horror	375000	15-Apr-83	""	""	""	The Evil Dead	""	2400000	29400000
Fantasy	Sam Raimi	Rosebud Releasing	7.9	44214	""	Horror	3500000	13-Mar-87	""	""	""	Evil Dead II	""	5923044	5923044
Fantasy	Sam Raimi	Universal	7.6	55671	R	Horror	11000000	19-Feb-93	""	""	""	Army of Darkness	""	11502976	21502976
""	""	""	5.6	829	""	""	1800000	1993-01-01	50	""	""	Ed and his Dead Mother	""	673	673
Fantasy	Tim Burton	20th Century Fox	8.0	102485	""	Comedy	20000000	7-Dec-90	91	""	Original Screenplay	Edward Scissorhands	""	53976987	53976987
Dramatization	Tim Burton	Walt Disney Pictures	8.1	74171	R	Comedy	18000000	30-Sep-94	91	""	Based on Book/Short Story	Ed Wood	""	5828466	5828466
""	Michael Curtiz	""	6.2	1097	""	""	5000000	1954-01-01	""	""	""	The Egyptian	""	15000000	15000000
Contemporary Fiction	Woody Allen	Miramax	6.8	16481	R	Musical	20000000	6-Dec-96	80	""	Original Screenplay	Everyone Says I Love You	""	9725847	34600000
""	David Lynch	""	8.4	58194	""	""	5000000	3-Oct-80	91	""	""	The Elephant Man	""	26010864	26010864
Historical Fiction	""	Miramax	6.8	13798	PG	Romantic Comedy	5900000	2-Aug-96	""	111	Based on Book/Short Story	Emma	""	22231658	37831658
Science Fiction	""	20th Century Fox	""	""	PG	Adventure	23000000	21-May-80	""	""	Original Screenplay	Star Wars Ep. V: The Empire Strikes Back	10027926	290271960	534171960
Science Fiction	John Carpenter	Avco Embassy	7.1	34497	""	Action	6000000	10-Jul-81	82	""	Original Screenplay	Escape from New York	""	25244700	25244700
Science Fiction	John Carpenter	Paramount Pictures	5.3	23262	R	Action	50000000	9-Aug-96	56	101	Original Screenplay	Escape from L.A.	""	25426861	25426861
Science Fiction	""	""	6.1	7686	""	""	2500000	1971-01-01	78	""	""	Escape from the Planet of the Apes	""	12300000	12300000
Contemporary Fiction	Chuck Russell	Warner Bros.	5.9	37287	R	Action	100000000	21-Jun-96	34	115	Original Screenplay	Eraser	""	101295562	234400000
""	David Lynch	""	7.4	26595	""	""	100000	1977-01-01	90	""	""	Eraserhead	""	7000000	7000000
""	Woody Allen	MGM	""	""	""	Comedy	2000000	11-Aug-72	""	""	Based on Book/Short Story	Everything You Always Wanted to Know	""	18016290	18016290
Science Fiction	Steven Spielberg	Universal	7.9	105028	PG	Drama	10500000	11-Jun-82	""	""	Original Screenplay	ET: The Extra-Terrestrial	""	435110554	792910554
""	""	""	4.7	537	""	""	13000000	14-May-93	""	""	""	Excessive Force	""	1152117	1152117
""	John Boorman	""	3.5	7849	""	Horror	14000000	17-Jun-77	""	""	""	Exorcist II: The Heretic	""	25011000	25011000
Contemporary Fiction	Atom Egoyan	Miramax	7.1	8402	R	Drama	1500000	23-Sep-94	96	""	Original Screenplay	Exotica	""	5046118	5046118
""	Guy Hamilton	Sony/Columbia	6.0	5917	""	Action	5000000	22-Dec-78	64	""	""	Force 10 from Navarone	""	7100000	7100000
""	John Huston	""	6.6	1655	""	""	5000000	1957-01-01	""	""	""	A Farewell To Arms	""	11000000	11000000
Contemporary Fiction	Adrian Lyne	Paramount Pictures	6.8	22328	""	Thriller/Suspense	14000000	18-Sep-87	81	""	Original Screenplay	Fatal Attraction	""	156645693	320100000
""	Alfred Hitchcock	Universal	6.8	7290	""	""	3000000	9-Apr-76	95	""	""	Family Plot	""	13200000	13200000
""	Ari S. Kirschenbaum	Indican Pictures	5.4	146	R	Horror	400000	10-Dec-04	""	""	Original Screenplay	Fabled	""	31425	31425
Science Fiction	""	""	6.7	535	""	Comedy	1500000	17-Mar-06	""	""	Original Screenplay	Fetching Cody	""	0	0
""	William Friedkin	""	7.9	33674	""	""	2200000	9-Oct-71	98	""	""	The French Connection	""	41158757	41158757
Fantasy	Robert Rodriguez	Miramax/Dimension	7.1	80234	R	Horror	20000000	19-Jan-96	63	107	Original Screenplay	From Dusk Till Dawn	""	25728961	25728961
""	""	Paramount Pictures	5.6	26798	""	Horror	550000	9-May-80	60	""	""	Friday the 13th	""	39754601	59754601
Contemporary Fiction	Steve Miner	Paramount Pictures	5.5	13395	""	Horror	2250000	13-Aug-82	14	""	""	Friday the 13th Part 3	""	36690067	36690067
Fantasy	""	Paramount Pictures	""	""	""	Horror	2600000	13-Apr-84	""	""	""	Friday the 13th Part IV: The Final Chapter	""	32980880	32980880
Contemporary Fiction	""	Paramount Pictures	""	""	""	Horror	2200000	22-Mar-85	""	""	""	Friday the 13th Part V: A New Beginning	""	21930418	21930418
Fantasy	""	Paramount Pictures	""	""	""	Horror	3000000	1-Aug-86	""	""	""	Friday the 13th Part VI: Jason Lives	""	19472057	19472057
Fantasy	""	Paramount Pictures	4.6	8916	""	Horror	2800000	13-May-88	""	""	""	Friday the 13th Part VII: The New Blood	""	19170001	19170001
Fantasy	""	Paramount Pictures	3.9	10113	""	Horror	5000000	28-Jul-89	""	""	""	Friday the 13th Part VIII: Jason Takes Manhattan	""	14343976	14343976
Fantasy	""	New Line	4.1	8733	""	Horror	3000000	13-Aug-93	""	""	""	Jason Goes to Hell: The Final Friday	""	15935068	15935068
Historical Fiction	Sergio Leone	MGM	8.2	44204	""	Western	600000	10-May-67	""	""	Original Screenplay	Per qualche dollaro in pi˘	""	4300000	4300000
Historical Fiction	Sergio Leone	United Artists	8.0	39929	""	Western	200000	18-Jan-67	""	""	Remake	Per un pugno di dollari	""	3500000	3500000
""	""	""	6.6	3184	""	""	19000000	1-Jan-64	100	""	""	The Fall of the Roman Empire	""	4750000	4750000
""	Steve Miner	""	5.5	13395	""	Horror	1250000	30-Apr-81	33	""	""	Friday the 13th Part 2	""	21722776	21722776
Contemporary Fiction	Paul Mazursky	New Line	5.7	989	R	Black Comedy	13000000	5-Apr-96	7	""	Based on Play	Faithful	""	2104439	2104439
Contemporary Fiction	""	Warner Bros.	6.6	194	R	Action	50000000	3-Nov-95	13	""	Based on Book/Short Story	Fair Game	""	11497497	11497497
Contemporary Fiction	Rob Reiner	Sony Pictures	7.6	63541	""	Drama	33000000	11-Dec-92	83	""	Based on Play	A Few Good Men	""	141340178	236500000
Contemporary Fiction	Andrew Davis	Warner Bros.	7.8	96914	PG-13	Thriller/Suspense	44000000	6-Aug-93	94	""	Based on TV	The Fugitive	""	183875760	368900000
""	Fred Zinnemann	""	7.9	15115	""	""	1650000	5-Aug-53	86	""	""	From Here to Eternity	""	30500000	30500000
""	""	Illuminare	""	""	PG-13	Drama	300000	15-Jul-05	""	90	""	First Morning	""	87264	87264
""	""	Fox Searchlight	6.4	4849	PG	""	4000000	1-May-98	""	""	""	Shooting Fish	""	302204	302204
Dramatization	Norman Jewison	United Artists	6.2	2737	""	Drama	11000000	13-Apr-78	""	""	Based on Real Life Events	F.I.S.T	""	20388920	20388920
Contemporary Fiction	Adrian Lyne	Paramount Pictures	5.6	12485	""	Drama	7000000	15-Apr-83	29	""	Original Screenplay	Flashdance	""	90463574	201463574
Contemporary Fiction	""	MGM	4.9	4215	R	Action	30000000	19-Jul-96	14	98	Original Screenplay	Fled	""	17192205	19892205
Science Fiction	""	Universal	6.2	14894	""	Action	35000000	5-Dec-80	81	""	Based on Comic/Graphic Novel	Flash Gordon	""	27107960	27107960
Historical Fiction	Brian Levant	Universal	4.6	26521	PG	Comedy	45000000	27-May-94	20	""	Based on TV	The Flintstones	""	130531208	358500000
Historical Fiction	John Milius	Paramount Pictures	5.3	2592	""	Action	35000000	18-Jan-91	""	""	Based on Book/Short Story	Flight of the Intruder	""	14471440	14471440
Science Fiction	Joel Schumacher	Sony Pictures	6.4	23295	R	Thriller/Suspense	26000000	10-Aug-90	52	""	Original Screenplay	Flatliners	""	61308153	61308153
""	""	""	""	""	R	""	6000000	10-Oct-03	64	""	""	The Flower of Evil	""	181798	181798
""	""	Goodbye Cruel Releasing	6.1	1138	Not Rated	Comedy	30000	29-Apr-05	""	""	Original Screenplay	Funny Ha Ha	""	77070	77070
Historical Fiction	Abel Ferrara	October Films	6.4	4084	R	Drama	12500000	1-Nov-96	83	""	Original Screenplay	The Funeral	""	1212799	1412799
Multiple Creative Types	""	Walt Disney Pictures	7.8	29914	""	Musical	2280000	13-Nov-40	98	""	Compilation	Fantasia	""	83320000	83320000
Kids Fiction	""	Walt Disney Pictures	""	""	G	Musical	80000000	1-Jan-00	""	75	Compilation	Fantasia 2000 (IMAX)	""	60507228	60507228
""	John Carpenter	Avco Embassy	3.3	15760	""	Horror	1000000	1-Feb-80	69	""	""	The Fog	""	21378361	21378361
